"sf__Id","sf__Error",Id,Pricebook2Id,Product2Id,ProductCode,UnitPrice,IsActive,UseStandardPrice,ProductSellingModelId
"01udp000000zivfAAA","CANNOT_INSERT_UPDATE_ACTIVATE_ENTITY:Too many retries of batch save in the presence of Apex triggers with failures: when triggers are present partial save requires that some subset of rows save without any errors in order to avoid inconsistent side effects from those triggers. Number of retries: 2:--","01udp000000zivfAAA","01sa5000001vuxlAAA","01tdp000006HfpzAAC","","1200.0","true","false","0jPdp00000000zREAQ"
"01udp000000zivgAAA","CANNOT_INSERT_UPDATE_ACTIVATE_ENTITY:Too many retries of batch save in the presence of Apex triggers with failures: when triggers are present partial save requires that some subset of rows save without any errors in order to avoid inconsistent side effects from those triggers. Number of retries: 2:--","01udp000000zivgAAA","01sa5000001vuxlAAA","01tdp000006Hfq0AAC","","1800.0","true","false","0jPdp00000000zREAQ"
"01udp000000zivhAAA","CANNOT_INSERT_UPDATE_ACTIVATE_ENTITY:Too many retries of batch save in the presence of Apex triggers with failures: when triggers are present partial save requires that some subset of rows save without any errors in order to avoid inconsistent side effects from those triggers. Number of retries: 2:--","01udp000000zivhAAA","01sa5000001vuxlAAA","01tdp000006Hfq1AAC","","2000.0","true","false","0jPdp00000000zREAQ"
"01udp000000zjTFAAY","CANNOT_INSERT_UPDATE_ACTIVATE_ENTITY:Too many retries of batch save in the presence of Apex triggers with failures: when triggers are present partial save requires that some subset of rows save without any errors in order to avoid inconsistent side effects from those triggers. Number of retries: 2:--","01udp000000zjTFAAY","01sa5000001vuxlAAA","01tdp000006JEGjAAO","","5000.0","true","false","0jPdp00000000zREAQ"
"01udp000000zjTHAAY","CANNOT_INSERT_UPDATE_ACTIVATE_ENTITY:Too many retries of batch save in the presence of Apex triggers with failures: when triggers are present partial save requires that some subset of rows save without any errors in order to avoid inconsistent side effects from those triggers. Number of retries: 2:--","01udp000000zjTHAAY","01sa5000001vuxlAAA","01tdp000006JEGkAAO","","5000.0","true","false","0jPdp00000000zREAQ"
"","UNKNOWN_EXCEPTION:common.exception.SqlNoDataFoundException: ERROR: query returned no rows
  Where: PL/sdb function bashful.cproductaccess.check_pb_entry_access_ncu(bashful.userinfo,bashful.btsettingsinfo,character varying,integer,character varying,character) line 16 (SFSQL 1024) at SQL statement
PL/sdb function bashful.caccess.check_entity_access_ncu(bashful.userinfo,bashful.btsettingsinfo,character varying,numeric,character varying,character varying,boolean,boolean,boolean,boolean) line 732 (SFSQL 3334) at RETURN
PL/sdb function bashful.caccess.check_entity_access_proc_ncu(bashful.userinfo,bashful.btsettingsinfo,character varying,numeric,character varying,character varying,boolean,boolean,boolean,boolean) line 8 (SFSQL 3066) at assignment

SQLException while executing plsql statement: {call cAccess.check_entity_access_proc_ncu(?,?,?,?,?,?,gUtil.gtypes_bool_to_boolean(?),gUtil.gtypes_bool_to_boolean(?),gUtil.gtypes_bool_to_boolean(?),gUtil.gtypes_bool_to_boolean(?))}(EXCLUDED, EXCLUDED, 01udp000000zjTG, EXCLUDED, true, false, true, false, true, false)

SQLState: P0002
Where: PL/sdb function bashful.cproductaccess.check_pb_entry_access_ncu(bashful.userinfo,bashful.btsettingsinfo,character varying,integer,character varying,character) line 16 (SFSQL 1024) at SQL statement
PL/sdb function bashful.caccess.check_entity_access_ncu(bashful.userinfo,bashful.btsettingsinfo,character varying,numeric,character varying,character varying,boolean,boolean,boolean,boolean) line 732 (SFSQL 3334) at RETURN
PL/sdb function bashful.caccess.check_entity_access_proc_ncu(bashful.userinfo,bashful.btsettingsinfo,character varying,numeric,character varying,character varying,boolean,boolean,boolean,boolean) line 8 (SFSQL 3066) at assignment
File: plsdb_exec.c, Routine: exec_stmt_execsql_body, Line: 3881
; [conn=STANDARD:1:1:3480222:1]:--","01udp000000zjTGAAY","01sa5000001vuxlAAA","01tdp000006JEGlAAO","","5000.0","true","false","0jPdp00000000zREAQ"
"01udp000000zjRdAAI","CANNOT_INSERT_UPDATE_ACTIVATE_ENTITY:Too many retries of batch save in the presence of Apex triggers with failures: when triggers are present partial save requires that some subset of rows save without any errors in order to avoid inconsistent side effects from those triggers. Number of retries: 2:--","01udp000000zjRdAAI","01sa5000001vuxlAAA","01tdp000006JIVdAAO","","100.0","true","false",""
"","FIELD_INTEGRITY_EXCEPTION:Couldn’t create this price book entry. First add a product selling model option to the related product and product selling model.:--","","01sa5000001vuxlAAA","01tdp000006iM1fAAE","","0.0","true","false","0jPdp00000000zREAQ"
"","FIELD_INTEGRITY_EXCEPTION:Couldn’t create this price book entry. First add a product selling model option to the related product and product selling model.:--","","01sa5000001vuxlAAA","01tdp000006iM1gAAE","","0.0","true","false","0jPdp00000000zREAQ"
"","FIELD_INTEGRITY_EXCEPTION:Couldn’t create this price book entry. First add a product selling model option to the related product and product selling model.:--","","01sa5000001vuxlAAA","01tdp000006iM1hAAE","","0.0","true","false","0jPdp00000000zREAQ"
"","FIELD_INTEGRITY_EXCEPTION:Couldn’t create this price book entry. First add a product selling model option to the related product and product selling model.:--","","01sa5000001vuxlAAA","01tdp000006iM1iAAE","","0.0","true","false","0jPdp00000000zNEAQ"
"","FIELD_INTEGRITY_EXCEPTION:Couldn’t create this price book entry. First add a product selling model option to the related product and product selling model.:--","","01sa5000001vuxlAAA","01tdp000006iM1jAAE","","0.0","true","false","0jPdp00000000zNEAQ"
"","FIELD_INTEGRITY_EXCEPTION:Couldn’t create this price book entry. First add a product selling model option to the related product and product selling model.:--","","01sa5000001vuxlAAA","01tdp000006iM1kAAE","","0.0","true","false","0jPdp00000000zNEAQ"
"","FIELD_INTEGRITY_EXCEPTION:Couldn’t create this price book entry. First add a product selling model option to the related product and product selling model.:--","","01sa5000001vuxlAAA","01tdp000006iM1lAAE","","0.0","true","false","0jPdp00000000zNEAQ"
